StockCode,CurrentPrice,Elasticity,RecommendedPrice
DCGS0075,12.72,-1.0,12.72
DCGS0076,16.25,-0.5,19.5
DCGSSBOY,3.23,-0.5,3.87
DCGSSGIRL,3.23,-0.1785,3.88
DOT,224.69,-0.1885,269.63
M,381.97,-0.0451,458.37
PADS,0.0,-1.0,0.001
POST,29.29,-0.5,35.15
S,45.62,-1.0,45.61666666666667
SP1002,2.95,-1.0,2.95
TEST001,4.5,-1.0,4.5
TEST002,1.0,-1.0,1.0
gift_0001_10,8.42,-10.0342,6.74
gift_0001_20,16.81,-8.2253,13.45
gift_0001_30,25.42,-11.2834,20.34
gift_0001_40,33.22,0.0,39.86
gift_0001_50,42.27,-0.0,50.72
gift_0001_70,59.57,-1.0,59.57
gift_0001_80,69.56,-1.0,69.56
m,3.01,-1.0,3.01
